Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
12,0,39,0,13963.0,169,7,42,3,1,1,30,593.28,0
12,0,39,1,4705.0,83,7,23,3,1,1,30,219.52,0
11,0,39,0,6108.0,95,7,10,2,1,1,25,310.635,0
14,1,39,0,2428.0,54,7,15,3,1,2,30,127.28,0
30,0,39,3,15044.24999999999,225,29,30,3,1,1,30,738.2,0
9,0,39,1,3285.0,27,458,6,3,1,1,30,1964.48,0
14,0,38,0,15044.24999999999,182,125,28,2,1,1,25,1276.065,0
8,0,38,1,6690.0,86,161,24,3,1,1,30,915.04,0
5,0,38,0,1065.0,14,7,9,2,1,2,25,80.055,0
7,0,39,0,900.0,14,7,6,2,1,2,25,72.63,0
5,0,38,0,305.0,6,7,2,2,1,2,25,45.495,1
8,0,38,0,7698.0,127,359,41,2,1,1,25,1967.625,0
12,0,38,1,11655.0,154,7,45,3,1,1,30,500.36,0
13,0,38,1,6908.0,75,83,35,2,1,1,25,687.735,0
28,1,34,0,1145.0,47,7,15,2,1,2,25,85.14,1
26,0,37,4,10625.0,93,7,40,4,1,1,45,285.45,0
18,0,37,1,6008.0,98,7,22,2,1,1,25,306.27,1
6,0,35,0,3030.0,22,7,12,3,1,1,30,150.08,0
14,0,36,0,3180.0,41,7,14,3,1,2,30,156.84,1
14,0,37,0,2458.0,44,9,29,3,1,2,30,136.08,1
5,1,37,0,305.0,6,7,2,3,1,2,30,40.44,1
6,0,37,0,1858.0,25,7,4,3,1,1,30,103.32,0
8,0,34,1,6975.0,97,7,20,4,1,1,45,194.3,0
5,0,37,0,818.0,7,7,2,4,1,2,45,38.125,1
5,0,37,1,305.0,6,7,2,5,1,1,55,15.165,0
30,0,32,3,15044.24999999999,238,7,78,2,1,1,25,774.135,0
11,0,35,3,7155.0,116,246,31,2,2,1,25,1434.195,0
7,0,37,0,3908.0,82,7,26,2,1,1,25,211.05,0
8,0,36,0,1855.0,44,13,18,3,1,2,30,127.96,0
11,0,37,0,2970.0,53,150,21,2,1,1,25,811.035,0
9,0,28,1,1505.0,36,168,9,2,2,1,25,825.345,0
9,0,27,0,1758.0,39,7,66,4,1,1,45,62.425,0
16,0,28,0,890.0,25,7,5,2,1,2,25,72.675,0
5,0,27,0,1015.0,10,7,2,4,1,2,45,43.125,0
15,0,26,0,1415.0,32,7,11,2,1,1,25,96.615,0
7,0,26,0,3415.0,61,7,21,3,1,1,30,167.04,0
7,0,19,0,1885.0,26,7,12,2,1,1,25,117.495,0
21,0,18,1,6583.0,141,60,40,1,2,1,25,699.82,0
17,0,16,0,9123.0,171,48,38,4,1,1,45,352.35,0
13,0,17,3,3043.0,45,7,17,3,1,1,30,151.52,0
7,0,13,1,4580.0,40,190,8,3,1,1,30,944.8,0
8,0,13,1,1678.0,19,7,5,3,1,1,30,95.88,1
15,0,40,1,4865.0,78,21,22,3,1,1,30,281.72,0
7,0,41,0,813.0,12,23,9,3,1,2,30,125.0,0
17,0,39,1,2948.0,67,375,29,3,1,1,30,1620.6,0
17,0,40,1,4693.0,73,17,40,1,1,1,25,355.63,0
10,0,40,1,2888.0,65,18,38,2,1,1,25,213.885,0
18,0,40,2,4270.0,89,48,33,3,1,1,30,366.36,0
11,0,40,1,2855.0,46,301,23,3,1,1,30,1320.04,0
20,0,39,3,9610.0,128,160,48,3,1,1,30,1029.52,0
14,0,40,1,14268.0,176,16,49,3,1,1,30,641.76,0
14,0,40,2,5010.0,90,18,30,3,1,1,30,276.0,0
13,0,40,1,6413.0,102,23,17,3,1,1,30,352.6,0
16,0,40,0,2733.0,61,24,22,3,1,2,30,207.76,0
32,1,40,4,15044.24999999999,232,70,37,3,1,1,30,914.68,0
11,0,40,2,3590.0,34,499,13,3,1,1,30,2140.96,0
16,0,39,1,15044.24999999999,189,166,35,2,1,1,25,1474.605,0
10,0,39,2,6995.0,93,202,31,3,1,1,30,1091.52,0
7,0,39,0,1370.0,21,16,16,2,1,2,25,134.595,0
9,0,40,0,1205.0,21,29,13,3,1,2,30,165.04,0
7,0,39,0,495.0,7,16,5,2,1,2,25,94.59,1
10,0,39,1,8003.0,134,400,48,3,1,1,30,1925.48,0
14,0,39,2,11960.0,161,27,52,4,1,1,45,370.525,0
15,0,39,2,7213.0,82,124,42,2,1,1,25,886.275,0
30,1,35,0,1450.0,54,32,22,3,1,2,30,188.16,1
28,0,38,4,10930.0,100,17,47,5,1,1,55,190.95,0
20,0,38,2,6313.0,105,42,29,2,1,1,25,477.81,0
8,0,36,1,3335.0,29,16,19,3,1,1,30,198.56,0
16,1,37,0,3485.0,48,25,21,3,1,2,30,241.32,1
16,1,38,0,2763.0,51,50,36,4,1,2,45,195.35,1
7,0,38,0,628.0,9,16,7,3,1,2,30,89.48,1
8,0,38,1,2163.0,32,16,11,4,1,1,45,94.875,0
10,0,35,2,7280.0,104,30,27,5,1,1,55,155.76,0
7,0,38,0,1123.0,14,25,9,4,1,2,45,90.925,1
7,0,38,2,833.0,11,20,7,5,1,1,55,42.66,0
32,0,33,4,15044.24999999999,245,16,85,2,2,1,25,828.675,0
13,0,36,4,7460.0,123,287,38,3,2,1,30,1451.32,0
9,0,38,1,4213.0,89,18,33,3,1,1,30,244.08,0
10,0,37,0,2160.0,51,54,25,3,1,2,30,304.44,0
13,0,38,1,3275.0,60,191,28,2,1,1,25,1009.575,0
11,0,29,2,1810.0,43,209,16,3,2,1,30,910.12,0
11,0,28,1,2063.0,46,46,73,5,1,1,55,100.635,0
18,0,29,0,1195.0,32,26,12,3,1,2,30,153.08,0
7,0,28,0,1320.0,17,37,8,4,1,2,45,125.925,0
17,0,27,1,1720.0,39,35,18,2,1,1,25,236.655,0
9,0,27,1,3720.0,68,24,28,3,1,1,30,247.52,0
9,0,20,1,2190.0,33,44,19,3,1,1,30,264.92,0
23,0,19,2,6887.0,148,101,47,2,2,1,25,771.075,0
19,0,17,1,9427.0,178,89,45,5,1,1,55,277.575,0
15,0,18,4,3347.0,52,47,24,3,1,1,30,323.96,0
9,0,13,2,4885.0,47,231,15,3,1,1,30,1121.28,0
10,1,13,2,1982.0,26,16,12,3,1,1,30,144.32,1
11,0,40,1,4485.0,76,3,16,3,1,1,30,194.44,0
3,0,41,0,433.0,10,5,3,3,1,2,30,37.72,0
13,0,39,1,2568.0,65,357,23,3,1,1,30,1533.32,0
13,0,40,1,4313.0,71,0,34,1,1,1,25,241.12,0
6,0,40,1,2508.0,63,0,32,2,1,1,25,115.695,0
14,0,40,2,3890.0,87,30,27,3,1,1,30,279.08,0
7,0,40,1,2475.0,44,283,17,3,1,1,30,1232.76,0
16,0,39,3,9230.0,126,142,42,3,1,1,30,942.24,0
10,0,40,1,13888.0,174,0,43,3,1,1,30,562.48,0
10,0,40,2,4630.0,88,0,24,3,1,1,30,188.72,0
9,0,40,1,6033.0,100,5,11,3,1,1,30,265.32,0
12,1,40,0,2353.0,59,6,16,3,1,2,30,120.48,0
28,0,40,4,15044.24999999999,230,52,31,3,1,1,30,827.4,0
7,0,40,2,3210.0,32,481,7,3,1,1,30,2053.68,0
12,0,39,1,15044.24999999999,187,148,29,2,1,1,25,1376.415,0
6,0,39,2,6615.0,91,184,25,3,1,1,30,1004.24,0
3,0,39,0,990.0,19,0,10,2,1,2,25,45.405,0
5,0,40,0,825.0,19,11,7,3,1,2,30,77.76,0
0,0,39,0,267.50000000000017,0,0,0,2,1,2,25,0.0,1
6,0,39,1,7623.0,132,382,42,3,1,1,30,1838.2,0
10,0,39,2,11580.0,159,9,46,4,1,1,45,315.975,0
11,0,39,2,6833.0,80,106,36,2,1,1,25,788.085,0
26,1,35,0,1070.0,52,14,16,3,1,2,30,100.88,1
24,0,38,4,10550.0,98,0,41,5,1,1,55,159.72,0
16,0,38,2,5933.0,103,24,23,2,1,1,25,379.62,0
4,0,36,1,2955.0,27,0,13,3,1,1,30,119.28,0
12,0,37,0,3105.0,46,7,15,3,1,2,30,154.04,1
12,0,38,0,2383.0,49,32,30,4,1,2,45,140.8,1
3,0,38,0,267.50000000000017,7,0,1,3,1,2,30,10.2,1
4,0,38,1,1783.0,30,0,5,4,1,1,45,45.325,0
6,0,35,2,6900.0,102,12,21,5,1,1,55,123.03,0
3,0,38,0,743.0,12,7,3,4,1,2,45,36.375,1
3,0,38,2,453.0,9,2,1,5,1,1,55,9.93,0
28,0,33,4,15044.24999999999,243,0,79,2,2,1,25,739.485,0
9,0,36,4,7080.0,121,269,32,3,2,1,30,1364.04,0
5,0,38,1,3833.0,87,0,27,3,1,1,30,156.8,0
6,0,37,0,1780.0,49,36,19,3,1,2,30,217.16,0
9,0,38,1,2895.0,58,173,22,2,1,1,25,911.385,0
7,0,29,2,1430.0,41,191,10,3,2,1,30,822.84,0
7,0,28,1,1683.0,44,28,67,5,1,1,55,67.905,0
14,0,29,0,815.0,30,8,6,3,1,2,30,65.8,0
3,0,28,0,940.0,15,19,2,4,1,2,45,71.375,0
13,0,27,1,1340.0,37,17,12,2,1,1,25,138.465,0
5,0,27,1,3340.0,66,6,22,3,1,1,30,160.24,0
5,0,20,1,1810.0,31,26,13,3,1,1,30,177.64,0
19,0,19,2,6507.0,146,83,41,2,2,1,25,672.885,0
15,0,17,1,9047.0,176,71,39,5,1,1,55,244.845,0
11,0,18,4,2967.0,50,29,18,3,1,1,30,236.68,0
5,0,13,2,4505.0,45,213,9,3,1,1,30,1034.0,0
6,1,13,2,1602.0,24,0,6,3,1,1,30,65.04,1
11,0,35,0,4675.0,71,4,18,2,1,1,25,231.57,0
3,0,36,0,623.0,5,6,5,2,1,2,25,55.26,0
13,0,34,0,2758.0,60,358,25,2,1,1,25,1737.81,0
13,0,35,0,4503.0,66,0,36,1,1,1,25,251.295,0
6,0,35,0,2698.0,58,1,34,1,1,1,25,157.08,0
14,0,35,1,4080.0,82,31,29,3,1,1,30,290.48,0
7,0,35,0,2665.0,39,284,19,3,1,1,30,1244.16,0
16,0,34,2,9420.0,121,143,44,3,1,1,30,953.64,0
10,0,35,0,14078.0,169,0,45,3,1,1,30,569.88,0
10,0,35,1,4820.0,83,1,26,3,1,1,30,200.12,0
9,0,35,0,6223.0,95,6,13,2,1,1,25,311.31,0
12,0,35,0,2543.0,54,7,18,3,1,2,30,131.88,0
28,0,35,3,15044.24999999999,225,53,33,3,1,1,30,838.8,0
7,0,35,1,3400.0,27,482,9,3,1,1,30,2065.08,0
12,0,34,0,15044.24999999999,182,149,31,2,1,1,25,1389.24,0
6,0,34,1,6805.0,86,185,27,3,1,1,30,1015.64,0
3,0,34,0,1180.0,14,0,12,2,1,2,25,53.73,0
5,0,35,0,1015.0,14,12,9,2,1,2,25,100.305,0
6,0,34,0,7813.0,127,383,44,2,1,1,25,2080.8,0
10,0,34,1,11770.0,154,10,48,3,1,1,30,516.96,0
11,0,34,1,7023.0,75,107,38,2,1,1,25,800.91,0
26,1,30,0,1260.0,47,15,18,2,1,2,25,126.315,1
24,0,33,4,10740.0,93,0,43,4,1,1,45,270.825,0
16,0,33,1,6123.0,98,25,25,2,1,1,25,392.445,1
4,0,31,0,3145.0,22,0,15,3,1,1,30,126.68,0
12,1,32,0,3295.0,41,8,17,3,1,2,30,165.44,1
12,0,33,0,2573.0,44,33,32,3,1,2,30,236.68,1
3,0,33,0,438.0,2,0,3,3,1,2,30,17.6,1
4,0,33,0,1973.0,25,0,7,3,1,1,30,79.92,0
6,0,30,1,7090.0,97,13,23,4,1,1,45,212.175,0
3,0,33,0,933.0,7,8,5,4,1,2,45,43.5,1
3,0,33,1,643.0,4,3,3,5,1,1,55,14.205,0
28,0,28,3,15044.24999999999,238,0,81,2,1,1,25,747.81,0
9,0,31,3,7270.0,116,270,34,2,2,1,25,1547.37,0
5,0,33,0,4023.0,82,1,29,2,1,1,25,189.225,0
6,0,32,0,1970.0,44,37,21,3,1,2,30,228.56,0
9,0,33,0,3085.0,53,174,24,2,1,1,25,924.21,0
7,0,24,1,1620.0,36,192,12,2,2,1,25,938.52,0
7,0,23,0,1873.0,39,29,69,4,1,1,45,120.3,0
14,0,24,0,1005.0,25,9,8,2,1,2,25,86.85,0
3,0,23,0,1130.0,10,20,4,4,1,2,45,78.5,0
13,0,22,0,1530.0,32,18,14,2,1,1,25,151.29,0
5,0,22,0,3530.0,61,7,24,3,1,1,30,171.64,0
5,0,15,0,2000.0,26,27,15,2,1,1,25,212.67,0
19,0,14,1,6697.0,141,84,43,1,2,1,25,838.09,0
15,0,13,0,9237.0,171,72,41,4,1,1,45,415.2,0
11,0,13,3,3157.0,45,30,20,3,1,1,30,248.08,0
5,0,13,1,4695.0,40,214,11,3,1,1,30,1045.4,0
6,0,13,1,1792.0,19,0,8,3,1,1,30,72.44,1
15,0,42,2,4675.0,83,20,20,3,1,1,30,270.32,0
7,0,42,0,623.0,17,22,7,3,1,2,30,113.6,0
17,0,42,2,2758.0,72,374,27,3,1,1,30,1609.2,0
17,0,42,2,4503.0,78,16,38,1,1,1,25,339.955,0
10,0,42,2,2698.0,70,17,36,2,1,1,25,201.06,0
18,0,42,3,4080.0,94,47,31,3,1,1,30,354.96,0
11,0,42,2,2665.0,51,300,21,4,1,1,45,817.9,0
20,0,42,4,9420.0,133,159,46,3,1,1,30,1018.12,0
14,0,42,2,14078.0,181,15,47,3,1,1,30,630.36,0
14,0,42,3,4820.0,95,17,28,4,1,1,45,165.375,0
13,0,42,2,6223.0,107,22,15,3,1,1,30,341.2,0
16,0,42,0,2543.0,66,23,20,4,1,2,45,122.725,0
32,0,42,4,15044.24999999999,237,69,35,3,2,1,30,903.28,0
11,0,42,3,3400.0,39,498,11,4,1,1,45,1330.975,0
16,0,42,2,15044.24999999999,194,165,33,3,1,1,30,1299.36,0
10,0,42,3,6805.0,98,201,29,4,1,1,45,675.075,0
7,0,42,0,1180.0,26,15,14,3,1,2,30,108.24,0
9,0,42,0,1015.0,26,28,11,3,1,2,30,153.64,0
7,0,42,0,305.0,12,15,3,3,1,2,30,72.68,1
10,0,42,2,7813.0,139,399,46,3,1,1,30,1914.08,0
14,0,42,3,11770.0,166,26,50,4,1,1,45,363.4,0
15,0,42,3,7023.0,87,123,40,3,1,1,30,776.4,0
30,1,40,0,1260.0,59,31,20,3,1,2,30,176.76,1
28,0,42,4,10740.0,105,16,45,5,2,1,55,186.675,0
20,0,42,3,6123.0,110,41,27,3,1,1,30,413.32,0
8,0,41,2,3145.0,34,15,17,4,1,1,45,116.975,0
16,1,42,0,3295.0,53,24,19,3,1,2,30,229.92,1
16,1,42,0,2573.0,56,49,34,4,1,2,45,188.225,1
7,0,42,0,438.0,14,15,5,3,1,2,30,78.08,1
8,0,42,2,1973.0,37,15,9,4,1,1,45,87.75,0
10,0,40,3,7090.0,109,29,25,5,1,1,55,151.485,0
7,0,42,0,933.0,19,24,7,4,1,2,45,83.8,1
7,0,42,3,643.0,16,19,5,5,1,1,55,38.385,0
32,0,38,4,15044.24999999999,250,15,83,2,2,1,25,815.85,0
13,0,41,4,7270.0,128,286,36,3,2,1,30,1439.92,0
9,0,42,2,4023.0,94,17,31,3,1,1,30,232.68,0
10,0,42,0,1970.0,56,53,23,4,1,2,45,183.15,0
13,0,42,2,3085.0,65,190,26,3,1,1,30,886.0,0
11,0,34,3,1620.0,48,208,14,3,2,1,30,898.72,0
11,0,33,2,1873.0,51,45,71,5,1,1,55,96.36,0
18,0,34,0,1005.0,37,25,10,3,1,2,30,141.68,0
7,0,33,0,1130.0,22,36,6,4,1,2,45,118.8,0
17,0,32,2,1530.0,44,34,16,2,1,1,25,223.83,0
9,0,32,2,3530.0,73,23,26,4,1,1,45,147.575,0
9,0,25,2,2000.0,38,43,17,3,1,1,30,253.52,0
23,0,24,3,6697.0,153,100,45,2,2,1,25,758.25,0
19,0,22,2,9237.0,183,88,43,5,1,1,55,273.3,0
15,0,23,4,3157.0,57,46,22,4,1,1,45,195.35,0
9,0,16,3,4695.0,52,230,13,3,1,1,30,1109.88,0
10,0,16,3,1792.0,31,15,10,3,1,1,30,132.92,1
19,0,41,2,5385.0,88,37,19,3,1,1,30,366.92,0
11,0,42,0,1333.0,22,22,6,3,1,2,30,142.2,0
21,0,40,2,3468.0,77,374,26,3,1,1,30,1637.8,0
21,0,41,2,5213.0,83,16,37,1,1,1,25,379.28,0
14,0,41,2,3408.0,75,17,35,2,1,1,25,233.235,0
22,0,41,3,4790.0,99,47,30,3,1,1,30,383.56,0
15,0,41,2,3375.0,56,300,20,4,1,1,45,835.775,0
24,0,40,4,10130.0,138,159,45,3,1,1,30,1046.72,0
18,0,41,2,14788.0,186,15,46,3,1,1,30,658.96,0
18,0,41,3,5530.0,100,17,27,4,1,1,45,183.25,0
17,0,41,2,6933.0,112,22,14,3,1,1,30,369.8,0
20,0,41,0,3253.0,71,23,19,4,1,2,45,140.6,0
36,0,41,4,15044.24999999999,242,69,34,3,2,1,30,931.88,0
15,0,41,3,4110.0,44,498,10,4,1,1,45,1348.85,0
20,0,40,2,15044.24999999999,199,165,32,2,1,1,25,1493.955,0
14,0,40,3,7515.0,103,201,28,3,1,1,30,1108.72,0
11,0,40,0,1890.0,31,15,13,2,1,2,25,153.945,0
13,0,41,0,1725.0,31,28,10,3,1,2,30,182.24,0
11,0,40,0,1015.0,17,15,2,3,1,2,30,101.28,1
14,0,40,2,8523.0,144,399,45,3,1,1,30,1942.68,0
18,0,40,3,12480.0,171,26,49,4,1,1,45,381.275,0
19,0,40,3,7733.0,92,123,39,2,1,1,25,905.625,0
34,1,36,0,1970.0,64,31,19,3,2,2,30,205.36,1
32,0,39,4,11450.0,110,16,44,5,1,1,55,197.4,0
24,0,39,3,6833.0,115,41,26,3,1,1,30,441.92,0
12,0,37,2,3855.0,39,15,16,3,1,1,30,215.76,0
20,1,38,0,4005.0,58,24,18,3,1,2,30,258.52,1
20,1,39,0,3283.0,61,49,33,4,1,2,45,206.1,1
11,0,39,0,1148.0,19,15,4,3,1,2,30,106.68,1
12,0,39,2,2683.0,42,15,8,4,1,1,45,105.625,0
14,0,36,3,7800.0,114,29,24,5,1,1,55,162.21,0
11,0,39,0,1643.0,24,24,6,4,1,2,45,101.675,1
11,0,39,3,1353.0,21,19,4,5,1,1,55,49.11,0
36,0,34,4,15044.24999999999,255,15,82,2,2,1,25,848.025,0
17,0,37,4,7980.0,133,286,35,3,2,1,30,1468.52,0
13,0,39,2,4733.0,99,17,30,3,1,1,30,261.28,0
14,0,38,0,2680.0,61,53,22,4,1,2,45,201.025,0
17,0,39,2,3795.0,70,190,25,2,1,1,25,1028.925,0
15,0,30,3,2330.0,53,208,13,3,2,1,30,927.32,0
15,0,29,2,2583.0,56,45,70,5,1,1,55,107.085,0
22,1,30,0,1715.0,42,25,9,3,1,2,30,170.28,1
11,0,29,0,1840.0,27,36,5,4,1,2,45,136.675,0
21,0,28,2,2240.0,49,34,15,2,1,1,25,256.005,0
13,0,28,2,4240.0,78,23,25,3,1,1,30,264.72,0
13,0,21,2,2710.0,43,43,16,3,1,1,30,282.12,0
27,0,20,3,7407.0,158,100,44,2,2,1,25,790.425,0
23,0,18,2,9947.0,188,88,42,5,1,1,55,284.025,0
19,0,19,4,3867.0,62,46,21,3,1,1,30,341.16,0
13,0,13,3,5405.0,57,230,12,3,1,1,30,1138.48,0
14,1,13,3,2502.0,36,15,9,3,1,1,30,161.52,1
7,0,39,0,3965.0,66,0,19,3,1,1,30,161.24,0
0,0,40,0,267.50000000000017,0,0,0,3,1,2,30,0.0,0
9,0,38,0,2048.0,55,341,26,3,1,1,30,1448.12,0
9,0,39,0,3793.0,61,0,37,1,1,1,25,211.97,0
2,0,39,0,1988.0,53,0,35,2,1,1,25,91.845,0
10,0,39,1,3370.0,77,14,30,3,1,1,30,193.88,0
3,0,39,0,1955.0,34,267,20,3,1,1,30,1147.56,0
12,0,38,2,8710.0,116,126,45,3,1,1,30,857.04,0
6,0,39,0,13368.0,164,0,46,3,1,1,30,541.28,0
6,0,39,1,4110.0,78,0,27,3,1,1,30,167.52,0
5,0,39,0,5513.0,90,0,14,3,1,1,30,224.12,0
8,0,39,0,1833.0,49,0,19,3,1,2,30,75.28,0
24,0,39,3,14735.0,220,36,34,3,1,1,30,742.2,0
3,0,39,1,2690.0,22,465,10,3,1,1,30,1968.48,0
8,0,38,0,15044.24999999999,177,132,32,2,1,1,25,1280.565,0
2,0,38,1,6095.0,81,168,28,3,1,1,30,919.04,0
0,0,38,0,470.0,9,0,13,2,1,2,25,21.555,0
1,0,39,0,305.0,9,0,10,3,1,2,30,12.56,0
0,0,38,0,267.50000000000017,0,0,0,2,1,2,25,0.0,1
2,0,38,0,7103.0,122,366,45,3,1,1,30,1753.0,0
6,0,38,1,11060.0,149,0,49,4,1,1,45,280.225,0
7,0,38,1,6313.0,70,90,39,2,1,1,25,692.235,0
22,0,34,0,550.0,42,0,19,3,1,2,30,23.68,1
20,0,37,4,10030.0,88,0,44,5,1,1,55,151.77,0
12,0,37,1,5413.0,93,8,26,2,1,1,25,283.77,1
0,0,35,0,2435.0,17,0,16,3,1,1,30,98.08,0
8,1,36,0,2585.0,36,0,18,3,1,2,30,104.84,1
8,0,37,0,1863.0,39,16,33,3,1,2,30,140.08,1
0,0,37,0,267.50000000000017,0,0,0,3,1,2,30,0.0,1
0,0,37,0,1263.0,20,0,8,4,1,1,45,32.075,0
2,0,34,1,6380.0,92,0,24,5,1,1,55,97.08,0
0,0,37,0,267.50000000000017,2,0,6,4,1,2,45,5.625,1
0,0,37,1,267.50000000000017,0,0,0,5,1,1,55,0.0,0
24,1,32,3,15044.24999999999,233,0,82,2,1,1,25,715.635,0
5,0,35,3,6560.0,111,253,35,2,2,1,25,1438.695,0
1,0,37,0,3313.0,77,0,30,3,1,1,30,135.6,0
2,0,36,0,1260.0,39,20,22,3,1,2,30,131.96,0
5,0,37,0,2375.0,48,157,25,2,1,1,25,815.535,0
3,0,28,1,910.0,31,175,13,2,2,1,25,829.845,0
3,0,27,0,1163.0,34,12,70,4,1,1,45,59.925,0
10,0,28,0,295.0,20,0,9,3,1,2,30,12.6,0
0,0,27,0,420.0,5,3,5,4,1,2,45,18.125,0
9,0,26,0,820.0,27,1,15,2,1,1,25,42.615,0
1,0,26,0,2820.0,56,0,25,3,1,1,30,115.04,0
1,0,19,0,1290.0,21,10,16,2,1,1,25,103.995,0
15,0,18,1,5987.0,136,67,44,2,2,1,25,577.035,0
11,0,16,0,8527.0,166,55,42,5,1,1,55,212.895,0
7,0,17,3,2447.0,40,13,21,3,1,1,30,151.48,0
1,0,13,1,3985.0,35,197,12,3,1,1,30,948.8,0
2,1,13,1,1082.0,14,0,9,3,1,1,30,43.84,1
14,0,40,0,2543.0,60,15,19,3,1,2,30,164.12,0
30,0,40,4,15044.24999999999,231,61,34,3,1,1,30,871.04,0
28,1,35,0,1260.0,53,23,19,3,1,2,30,144.52,1
14,0,38,0,2573.0,50,41,33,4,1,2,45,168.075,1
21,0,19,2,6697.0,147,92,44,2,2,1,25,721.98,0
17,0,17,1,9237.0,177,80,42,5,1,1,55,261.21,0
13,0,18,4,3157.0,51,38,21,3,1,1,30,280.32,0
8,1,13,2,1792.0,25,7,9,3,1,1,30,100.68,1
26,0,38,4,10740.0,99,8,44,5,2,1,55,174.585,0
5,1,38,0,933.0,13,16,6,4,1,2,45,63.65,1
